id,usuario_id,categoria,descripcion,latitud,longitud,distrito,estado,created_at
44,20,Acoso,Comentarios y seguimiento a una persona en la calle,-12.171662,-77.024276,Chorrillos,PENDIENTE,2026-06-07 14:12:00
77,6,Extorsión,Amenaza a comerciante local,-11.934639,-77.047477,Comas,VERIFICADO,2026-07-16 20:14:00
113,30,Bache,Bache grande en plena avenida,-12.073466,-77.028793,La Victoria,PENDIENTE,2026-05-05 04:31:00
109,34,Acoso,Comentarios y seguimiento a una persona en la calle,-11.860591,-77.081261,Puente Piedra,VERIFICADO,2026-07-01 23:18:00
9,4,robo,Robaron una tienda cerca de mi casa,-12.214151,-76.927458,Villa El Salvador,PENDIENTE,2026-06-24 16:24:00
14,6,Alumbrado deficiente,Poste sin luz hace varias semanas,-12.02374,-76.916046,Ate,RECHAZADO,2026-05-17 01:30:00
94,10,Alumbrado deficiente,Poste sin luz hace varias semanas,-12.029213,-77.035551,Rímac,PENDIENTE,2026-07-09 06:59:00
4,25,Bache,Hueco profundo sin señalizar,-12.043686,-77.045503,  Cercado de Lima  ,PENDIENTE,2026-06-17 05:42:00
18,16,Bache,Pista deteriorada genera accidentes,-120.61814999999999,-77.125454,Callao,VERIFICADO,2026-07-13 15:15:00
39,20,Extorsión,Amenaza a comerciante local,-12.170627,-76.941137,Villa María del Triunfo,RECHAZADO,2026-06-12 04:04:00
73,31,Bache,Bache grande en plena avenida,-11.988864,-77.04039,Independencia,PENDIENTE,2026-05-25 04:23:00
101,28,Extorsión,Amenaza a comerciante local,-12.160477,-76.933681,Villa María del Triunfo,VERIFICADO,2026-05-24 02:05:00
7,21,Extorsión,Cobro de cupo a transportista,-12.058187,-77.109809,Callao,PENDIENTE,2026-06-28 02:08:00
84,17,Robo,Me quitaron la mochila en el paradero,-120.38722,-76.913214,Ate,RECHAZADO,2026-07-13 15:01:00
111,26,Robo,Robaron una tienda cerca de mi casa,-11.866469,-77.077304,Puente Piedra,VERIFICADO,2026-06-03 15:52:00
120,38,Bache,Pista deteriorada genera accidentes,-11.980415,-77.016352,San Juan de Lurigancho,PENDIENTE,2026-06-23 13:47:00
55,35,Alumbrado deficiente,Poste sin luz hace varias semanas,-12.074555,-77.013042,La Victoria,RECHAZADO,2026-06-19 22:37:00
51,30,Extorsión,Cobro de cupo a transportista,-120.43048,-77.033042,Cercado de Lima,VERIFICADO,2026-07-16 04:48:00
118,14,acoso,Un sujeto acosó a una mujer en la vereda,-11.962639,-77.07614,Los Olivos,PENDIENTE,2026-05-19 20:38:00
47,6,Bache,Pista deteriorada genera accidentes,-11.987523,-77.047615,Independencia,PENDIENTE,2026-05-12 21:48:00
88,33,Robo,Robaron una tienda cerca de mi casa,-12.02966,-77.041116,Rímac,PENDIENTE,2026-07-06 05:48:00
62,14,Alumbrado deficiente,,-11.861862,-77.083044,  Puente Piedra  ,PENDIENTE,17/07/2026 23:45:00
98,22,Acoso,Comentarios y seguimiento a una persona en la calle,-12.118103,-77.022965,Miraflores,VERIFICADO,2026-07-08 06:20:00
80,29,Acoso,Un sujeto acosó a una mujer en la vereda,-12.060275,-77.12347,,PENDIENTE,2026-06-06 19:29:00
102,40,Extorsión,Llamada exigiendo pago a cambio de 'seguridad',-12.047843,-77.125238,Callao,PENDIENTE,2026-06-29 18:29:00
42,8,Alumbrado deficiente,Farol malogrado en el parque,-11.973806,-77.066624,Los Olivos,VERIFICADO,2026-05-01 12:51:00
59,28,Extorsión,Amenaza a comerciante local,-12.052765,-77.047597,Cercado de Lima,PENDIENTE,2026-06-11 03:20:00
91,8,Extorsión,Llamada exigiendo pago a cambio de 'seguridad',-12.047447,-77.122263,Callao,RECHAZADO,04/06/2026 08:30:00
49,37,Extorsión,Llamada exigiendo pago a cambio de 'seguridad',-12.121212,-77.03512,,VERIFICADO,2026-07-23 19:57:00
89,4,extorsión,Cobro de cupo a transportista,-11.866216,-77.067847,Puente Piedra,PENDIENTE,2026-06-26 22:31:00
110,8,Alumbrado deficiente,,-12.040485,-76.90737,Ate,VERIFICADO,2026-06-20 23:51:00
58,11,Alumbrado deficiente,Farol malogrado en el parque,-12.207086,-76.932618,Villa El Salvador,PENDIENTE,2026-06-20 16:42:00
76,8,Robo,Robaron una tienda cerca de mi casa,-12.121265,-77.02846,Miraflores,VERIFICADO,2026-05-07 02:51:00
33,6,Alumbrado deficiente,Cuadra completamente oscura de noche,-11.876318,-77.079729,Puente Piedra,PENDIENTE,2026-05-17 18:16:00
113,30,Bache,Bache grande en plena avenida,-12.073466,-77.028793,La Victoria,PENDIENTE,2026-05-05 04:31:00
60,18,Alumbrado deficiente,Poste sin luz hace varias semanas,-11.860502,-77.076994,Puente Piedra,PENDIENTE,2026-07-09 00:22:00
64,16,Robo,Robaron una tienda cerca de mi casa,-12.167994,-77.018792,,VERIFICADO,2026-05-16 21:36:00
108,24,Extorsión,Amenaza a comerciante local,-12.025107,-76.920166,Ate,,2026-06-23 02:08:00
38,18,Extorsión,Amenaza a comerciante local,-11.938149,-77.055026,Comas,RECHAZADO,2026-06-30 03:52:00
30,24,Bache,Bache grande en plena avenida,-12.159536,-76.968036,San Juan de Miraflores,VERIFICADO,08/06/2026 16:51:00
115,7,Alumbrado deficiente,Cuadra completamente oscura de noche,-12.057019,-77.024105,La Victoria,RECHAZADO,2026-06-17 03:28:00
2,39,Bache,Hueco profundo sin señalizar,-11.977605,-77.084275,San Martín de Porres,VERIFICADO,2026-06-18 01:18:00
53,18,Acoso,Comentarios y seguimiento a una persona en la calle,-12.053565,-77.122608,Callao,PENDIENTE,2026-05-10 19:15:00
22,4,Acoso,Comentarios y seguimiento a una persona en la calle,-11.96452,-76.998873,San Juan de Lurigancho,PENDIENTE,2026-05-31 02:31:00
3,24,Acoso,Un sujeto acosó a una mujer en la vereda,-11.964809,-77.079884,Los Olivos,VERIFICADO,30/05/2026 20:05:00
24,32,Extorsión,Llamada exigiendo pago a cambio de 'seguridad',-11.972966,-77.061426,Los Olivos,VERIFICADO,2026-07-14 20:03:00
104,17,Alumbrado deficiente,Farol malogrado en el parque,-12.181016,-77.023106,Chorrillos,VERIFICADO,2026-07-01 01:24:00
100,7,Alumbrado deficiente,Cuadra completamente oscura de noche,-12.15442,-76.960832,San Juan de Miraflores,PENDIENTE,2026-05-06 04:03:00
88,33,Robo,Robaron una tienda cerca de mi casa,-12.02966,-77.041116,Rímac,PENDIENTE,2026-07-06 05:48:00
117,6,Extorsión,Cobro de cupo a transportista,-11.982888,-77.01073,San Juan de Lurigancho,PENDIENTE,2026-05-17 20:13:00
75,7,Robo,Robaron una tienda cerca de mi casa,-12.175612,-77.021991,Chorrillos,RECHAZADO,24/05/2026 23:16:00
87,32,Bache,Pista deteriorada genera accidentes,-12.114829,-77.028998,Miraflores,PENDIENTE,2026-06-28 01:16:00
83,26,Bache,Hueco profundo sin señalizar,-11.99,-77.051245,Independencia,VERIFICADO,2026-07-16 00:27:00
6,15,Bache,Hueco profundo sin señalizar,-11.987619,-77.094358,San Martín de Porres,PENDIENTE,2026-06-10 07:04:00
21,28,Extorsión,Llamada exigiendo pago a cambio de 'seguridad',-11.867947,-77.06891,Puente Piedra,VERIFICADO,10/05/2026 09:55:00
61,3,Robo,Me quitaron la mochila en el paradero,-12.167113,-76.944592,Villa María del Triunfo,VERIFICADO,2026-05-20 03:30:00
72,17,,Llamada exigiendo pago a cambio de 'seguridad',-11.931374,-77.049489,  Comas  ,PENDIENTE,2026-07-08 23:44:00
107,40,Bache,Hueco profundo sin señalizar,-12.214135,-76.925232,Villa El Salvador,PENDIENTE,2026-07-22 00:50:00
15,17,Acoso,Acoso a estudiantes cerca del colegio,-12.056513,-77.011122,La Victoria,RECHAZADO,2026-05-26 19:25:00
93,27,Bache,Pista deteriorada genera accidentes,-11.995457,-77.059949,  Independencia  ,RECHAZADO,2026-06-08 21:37:00
52,33,Alumbrado deficiente,Farol malogrado en el parque,-12.029982,-77.039017,RÍMAC,PENDIENTE,2026-06-30 09:48:00
103,30,Bache,Pista deteriorada genera accidentes,-12.03574,-77.033365,Rímac,VERIFICADO,2026-06-14 23:19:00
